row,source_code,source_name,source_address,status,score,name_score,address_score,phone_score,notion_name,notion_address,previous_owner,notion_page_id,second_name,second_score
"215","330057","蔡比比先生","桃園市桃園區三民路1段57-2號9樓","matched_update","0.960","1.000","1.000","0.000","蔡比比先生","桃園市桃園區三民路1段57-2號9樓","Sam","336dcdaa-fb2a-81e7-858d-f8f417257d27","新悅牙醫診所","0.247"
"216","330058","吉登牙體技術所","桃園市鎮一街20號1樓","matched_update","0.938","1.000","0.700","1.000","吉登牙體技術所","桃園市桃園區鎮一街20號1樓","Sam","33cdcdaa-fb2a-8129-b25e-f6a0863ffca5","長谷吉登牙體技術所","0.400"
"217","330060","長谷吉登牙體技術所","桃園市大溪區仁和路2段517巷115弄2號","matched_update","0.960","1.000","1.000","0.000","長谷吉登牙體技術所","桃園市大溪區仁和路2段517巷115弄2號","Sam","336dcdaa-fb2a-81a7-9952-e1bc6d08b4fe","吉登牙體技術所","0.480"
"218","330063","優耐特牙體技術所","桃園市桃園區中山路1000號3樓之2","skipped_review","0.410","1.000","0.000","1.000","優耐特牙體技術所","","Sam","397dcdaa-fb2a-8179-ad64-cdf9ac38e154","優耐特牙體技術所","0.350"
"219","330065","詮鈦牙醫診所","桃園市桃園區春日路860號","skipped_review","0.720","1.000","0.000","1.000","詮鈦牙醫診所","桃園市桃園區正光路366號1樓及368號1樓","Sam","335dcdaa-fb2a-81fe-9eca-d1efc1e68a99","桔蒔美學牙醫診所","0.373"
"220","330067","上上精密義齒研究中心","桃園市桃園區富國路646巷6弄52號","matched_update","0.960","1.000","1.000","0.000","上上精密義齒研究中心","桃園市桃園區富國路646巷6弄52號","Sam","336dcdaa-fb2a-81c7-8828-ef3d7972f0c9","徐郁強先生","0.380"
"221","330068","良鑫牙體技術所","桃園市桃園區建國路123巷8號
桃園市桃園區建國路123巷8號","matched_update","0.907","1.000","0.550","1.000","良鑫牙體技術所","桃園市桃園區建國路123巷8號1樓","Sam","335dcdaa-fb2a-8111-a8f0-c199243329ff","良昇牙醫診所","0.537"
"222","330069","京鼎牙醫診所(瑞安)","桃園市桃園區新埔六街87號","skipped_review","0.760","0.620","1.000","0.000","京鼎牙醫診所","桃園市桃園區新埔六街87號","Sam","335dcdaa-fb2a-8128-a004-ea3ecf6ac464","信安牙體技術所","0.253"
"223","330077","樂亞牙體技術所","桃園市桃園區正光路423號12F之3","matched_update","0.840","0.620","1.000","1.000","樂亞數位牙體技術所","桃園市桃園區正光路423號12F之3","","335dcdaa-fb2a-8178-917e-f637bc32cefd","雲樂牙體技術所","0.350"
"224","330078","周道牙醫診所","桃園市桃園區中正路428號","matched_update","1.033","1.000","0.920","1.000","周道牙醫診所","桃園市桃園區中正路428號1、2樓","Sam","335dcdaa-fb2a-8176-b8aa-c8878f45120a","周牙醫診所","0.317"
"225","330080","銓鈦牙醫診所","桃園市桃園區春日路860號1樓","skipped_review","0.430","0.500","0.000","1.000","詮鈦牙醫診所","桃園市桃園區正光路366號1樓及368號1樓","Sam","335dcdaa-fb2a-81fe-9eca-d1efc1e68a99","桔蒔美學牙醫診所","0.373"
"226","330084","鷺野牙體技術所","桃園市南平路181巷19號5樓","matched_update","0.858","1.000","0.700","0.000","鷺野牙體技術所","桃園市桃園區南平路181巷19號5樓","Sam","336dcdaa-fb2a-81a9-987d-dbe0527a934f","星野牙醫診所","0.350"
"227","330087","凱弘牙體技術所","桃園市平鎮區正義路81巷2弄10號","matched_update","1.033","1.000","0.920","1.000","凱弘牙體技術所","桃園市平鎮區正義路81巷2弄10號1樓","Sam","335dcdaa-fb2a-811d-825e-f869c69cc8b3","弘泰牙體技術所","0.350"
"228","330088","藝圻牙體技術所","","skipped_review","0.640","1.000","0.000","0.000","藝圻牙體技術所","桃園市八德區介壽路2段325巷37號1樓","Sam","335dcdaa-fb2a-813f-8cde-f65c7a2b65fd","欣藝牙醫診所","0.350"
"229","330089","熱河牙體技術所","桃園市桃園區大興西路二段112巷13號1樓","matched_update","0.980","1.000","1.000","0.000","熱河牙體技術所","桃園市桃園區大興西路二段112巷13號1樓","Sam","335dcdaa-fb2a-81c5-b329-e286896a77d0","藝文完美牙醫診所","0.247"
"230","333002","鴻元技工所","桃園市大業路2段252號","matched_update","0.938","1.000","0.700","1.000","鴻元牙體技術所","桃園市桃園區大業路2段252號","Sam","33cdcdaa-fb2a-8130-bbae-eee71e610999","明元牙體技術所","0.350"
"231","333009","富禾牙體技術所","桃園市龜山區興一街48巷6號","matched_update","1.040","1.000","1.000","1.000","富禾牙體技術所","桃園市龜山區興一街48巷6號","Sam","33cdcdaa-fb2a-81f4-8f82-d825ceed1eee","富育牙體技術所","0.350"
"232","333019","高登牙體技術所","桃園市龜山區文化二路28-1號7樓","matched_update","1.060","1.000","1.000","1.000","高登牙體技術所","桃園市龜山區文化二路28-1號7樓","Sam","335dcdaa-fb2a-8110-af65-cc402e32011e","登仕美牙醫診所","0.479"
"233","333020","奇琳技工所","桃園市龜山區文桃路489號4樓之5","matched_update","0.840","0.620","1.000","1.000","奇琳數位牙體技術所","桃園市龜山區文桃路489號4樓之5","Sam","335dcdaa-fb2a-81ba-b4a0-fc92e759f8b7","奇峰牙體技術所","0.330"
"234","333023","江國清先生","桃園市龜山區大同路305號","matched_update","0.960","1.000","1.000","0.000","江國清先生","桃園市龜山區大同路305號","Sam","336dcdaa-fb2a-8196-8ff9-d22855974784","國泰牙體技術所","0.292"
"235","334001","冠品技工所","桃園市八德區長興路779號","matched_update","1.040","1.000","1.000","1.000","冠品牙體技術所","桃園市八德區長興路779號","Sam","33cdcdaa-fb2a-81b3-b4eb-d3d9bb345a2e","澄品牙醫診所","0.350"
"236","334002","永泰技工所","八德市永安街13巷14號","matched_update","1.040","1.000","1.000","1.000","永泰牙體技術所","桃園市八德區永安街13巷14號","","33cdcdaa-fb2a-81b0-9e42-cbb4d120c68d","永泰牙醫診所","0.640"
"237","334003","精湛技工所","八德市中興街36-1號2F","matched_update","0.960","1.000","1.000","0.000","精湛牙體技術所","桃園市八德區中興街36-1號2F","小郭","336dcdaa-fb2a-8106-969d-ce41784dedde","精湛牙醫診所","0.350"
"238","334004","舒潔牙體技術所(李先生)","八德市忠勇街377巷8號5F","matched_update","0.836","0.787","1.000","0.000","舒潔牙體技術所","桃園市八德區忠勇街377巷8號5F","Sam","336dcdaa-fb2a-815b-af04-eeaed64dea31","潔安牙醫診所","0.292"
"239","334006","信美陶齒企業社(八德)","桃園市八德區新興路45號1F","matched_update","0.901","0.898","1.000","0.000","信美陶齒企業社","桃園市八德區新興路45號1F","Sam","336dcdaa-fb2a-81ad-85ed-f768779934d1","信美牙體技術所","0.338"
"240","334009","浩鑫牙體技術所(張先生)","桃園市八德區永豐路74號","matched_update","0.836","0.787","1.000","0.000","浩鑫牙體技術所","桃園市八德區永豐路74號","Sam","336dcdaa-fb2a-815a-b741-e270d8ceedf3","浩新牙體技術所","0.292"
"241","334010","永昔牙體技術所(陳先生)","桃園市八德區廣隆街138巷19號6樓","matched_update","0.836","0.787","1.000","0.000","永昔牙體技術所","桃園市八德區廣隆街138巷19號6樓","Sam","336dcdaa-fb2a-81d4-930b-d3b2f115d0f2","陳先生","0.303"
"242","334011","良璦牙醫診所","桃園市八德區介壽路1段910號","matched_update","1.033","1.000","0.920","1.000","良璦牙醫診所","桃園市八德區介壽路一段910號1樓","Sam","335dcdaa-fb2a-81d6-a1e7-fb0b6b544b07","良鑫牙體技術所","0.350"
"243","334012","胥義順先生","桃園市八德區永固街28巷16號","matched_update","0.960","1.000","1.000","0.000","胥義順先生","桃園市八德區永固街28巷16號","Sam","336dcdaa-fb2a-8197-ad80-d3742cf413cf","憶順牙體技術所","0.292"
"244","334016","錦新牙體技術所","桃園市八德區天祥街24巷11號","matched_update","1.033","1.000","0.920","1.000","錦新牙體技術所","桃園市八德區天祥街24巷11號1樓","Sam","335dcdaa-fb2a-8186-b7a8-e82c59fc0cd3","浩新牙體技術所","0.350"
"245","335003","鴻海技工所(陳介智先生)","桃園縣大溪鎮文化路129巷21號","skipped_review","0.580","0.520","0.700","0.000","鴻海牙體技術所","桃園市大溪區文化路129巷21號","Sam","336dcdaa-fb2a-81ed-8448-ec75a2465163","國家中山科學研究院石園牙醫診所","0.247"
"246","337009","凱基牙體技術所","桃園市大園區高鐵北路二段178號4樓","matched_update","0.980","1.000","1.000","0.000","凱基牙體技術所","桃園市大園區高鐵北路二段178號4樓","Sam","335dcdaa-fb2a-8154-ab8b-f9c66fe766b3","凱弘牙體技術所","0.350"
"247","338001","宏霖技工所(宏昇)","桃園縣蘆竹鄉新興街344巷63弄10號","skipped_review","0.638","0.620","0.700","0.000","宏霖牙體技術所","桃園市蘆竹區新興街344巷63弄10號","Sam","336dcdaa-fb2a-8131-90dc-db7c514cde40","源昇牙體技術所","0.253"
"248","338010","李彥平","桃園市蘆竹區中正路122號","matched_update","0.960","1.000","1.000","0.000","李彥平","桃園市蘆竹區中正路122號","Sam","336dcdaa-fb2a-8173-971e-cdb082f76091","登峰美學牙醫診所","0.373"
"249","338012","潔明牙體技術所","桃園市寶山街229號4樓","matched_update","0.858","1.000","0.700","0.000","潔明牙體技術所","桃園市桃園區寶山街229號4樓","Sam","33cdcdaa-fb2a-8158-b535-dbe6f0d8f6c4","潔明牙醫診所","0.640"
